genome_id,genome_name,repository,species_id,sra_accession,quality_level,completeness,contamination,count_contigs,genome_length,avg_contig_length,contig_N50,average_depth,percent_contigs_5x_depth,count_trnas,rrna_5s_present,rrna_16s_present,rrna_23s_present,species_alt_id,species_name,representative_genome,gtdb_taxonomy,operational_taxonomy,count_hgm,count_ref,gut_species,new_species,cultured_species,high_quality
1263006.3.patric,Firmicutes bacterium CAG:170,PATRIC,OTU-13077,,high,92.0,1.34,191,2460168,12880.5,21172,,,14,No,No,No,256101,Oscillospiraceae sp.,1263006.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__,d__Bacteria;p__18;c__124;o__750;f__1482;g__6165;s__13077,17,1,Yes,No,No,Yes
1073383.3.patric,Aeromonas veronii AMC34,PATRIC,OTU-20098,,high,100.0,0.0,24,4542842,189285.0,219183,,,19,Yes,Yes,Yes,271695,Aeromonas veronii,1073383.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas veronii_A,d__Bacteria;p__08;c__064;o__363;f__0707;g__2488;s__20098,0,1,Yes,No,Yes,Yes
585204.3.patric,Streptococcus mitis SK597,PATRIC,OTU-10476,,high,99.82,0.3,108,2029198,18788.9,31398,,,15,Yes,Yes,Yes,276209,Streptococcus mitis,585204.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10476,0,1,Yes,No,Yes,Yes
1423718.3.patric,Lactobacillus agilis DSM 20509,PATRIC,OTU-10124,,high,98.69,0.26,72,2058058,28584.1,65699,,,18,Yes,Yes,Yes,260297,Lactobacillus agilis,1423718.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B agilis,d__Bacteria;p__01;c__014;o__053;f__0107;g__0460;s__10124,2,17,Yes,No,Yes,Yes
1077464.31.patric,Streptococcus oralis subsp. tigurinus strain B_003802_10,PATRIC,OTU-10393,,high,99.87,1.0,19,1933556,101766.0,597913,,,20,Yes,Yes,Yes,277884,Streptococcus oralis,1077464.31,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10393,0,1,Yes,No,Yes,Yes
1262958.3.patric,Ruminococcus sp. CAG:403,PATRIC,OTU-13388,,high,94.3,0.0,62,2208345,35618.5,89737,,,13,No,No,No,226600,Ruminococcus sp.,1262958.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__,d__Bacteria;p__18;c__124;o__751;f__1498;g__6318;s__13388,17,1,Yes,No,No,Yes
546367.15.patric,Hafnia paralvei strain CITHA-6,PATRIC,OTU-20484,,high,99.86,0.57,65,4938675,75979.6,353330,,,20,Yes,Yes,Yes,260759,Hafnia paralvei,546367.15,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20484,2,12,Yes,No,Yes,Yes
309798.4.patric,Coprothermobacter proteolyticus DSM 5265,PATRIC,OTU-07898,,high,100.0,0.0,1,1424912,1424910.0,1424912,,,20,Yes,Yes,Yes,268404,Coprothermobacter proteolyticus,309798.4,d__Bacteria;p__Coprothermobacteraeota;c__Coprothermobacteria;o__Coprothermobacterales;f__Coprothermobacteraceae;g__Coprothermobacter;s__Coprothermobacter proteolyticus,d__Bacteria;p__01;c__129;o__782;f__1573;g__6904;s__07898,0,1,Yes,No,Yes,Yes
470.3115.patric,Acinetobacter baumannii strain ABUH396,PATRIC,OTU-21769,,high,100.0,0.0,32,3716501,116141.0,348541,,,20,Yes,Yes,Yes,254019,Acinetobacter baumannii,470.3115,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii,d__Bacteria;p__08;c__064;o__361;f__0705;g__2423;s__21769,5,2733,Yes,No,Yes,Yes
34062.13.patric,Moraxella osloensis strain KMC41,PATRIC,OTU-21822,,high,99.71,0.0,4,2621004,655251.0,2445556,,,20,Yes,Yes,Yes,261522,Moraxella osloensis,34062.13,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter;s__Enhydrobacter aerosaccus,d__Bacteria;p__08;c__064;o__361;f__0705;g__2424;s__21822,0,23,Yes,No,Yes,Yes
512314.4.patric,uncultured Roseburia sp. strain 2789STDY5834887,PATRIC,OTU-12311,,high,97.91,2.11,16,3452403,215775.0,426335,,,20,No,Yes,Yes,274045,Eubacterium sp.,512314.4,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__,d__Bacteria;p__18;c__124;o__762;f__1517;g__6624;s__12311,0,1,Yes,No,Yes,Yes
1303.76.patric,Streptococcus oralis strain DD05,PATRIC,OTU-10471,,high,99.07,0.73,25,1965030,78601.2,1188840,,,20,Yes,Yes,Yes,276071,Streptococcus oralis,1303.76,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10471,0,1,Yes,No,Yes,Yes
39950.5.patric,Dialister pneumosintes strain F0677,PATRIC,OTU-14141,,high,96.11,0.0,1,1274073,1274070.0,1274073,,,20,Yes,Yes,Yes,208833,Dialister pneumosintes,39950.5,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister_A;s__Dialister_A pneumosintes,d__Bacteria;p__18;c__123;o__722;f__1410;g__5763;s__14141,2,2,Yes,No,Yes,Yes
1302.17.patric,Streptococcus gordonii strain 1116_SGOR,PATRIC,OTU-10594,,high,99.63,0.0,126,1890154,15001.2,30033,,,14,Yes,Yes,Yes,259573,Streptococcus gordonii,1302.17,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp1,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10594,0,2,Yes,No,Yes,Yes
615.142.patric,Serratia marcescens strain SmUNAM836,PATRIC,OTU-20668,,high,99.81,0.0,2,5233369,2616680.0,5207023,,,20,Yes,Yes,Yes,261953,Serratia marcescens,615.142,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_H,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20668,25,383,Yes,No,Yes,Yes
1341683.3.patric,Acinetobacter brisouii CIP 110357,PATRIC,OTU-21777,,high,99.45,0.95,16,3145929,196621.0,753164,,,20,Yes,Yes,Yes,260170,Acinetobacter brisouii,1341683.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter brisouii,d__Bacteria;p__08;c__064;o__361;f__0705;g__2423;s__21777,0,5,Yes,No,Yes,Yes
1262782.3.patric,Clostridium sp. CAG:230,PATRIC,OTU-12559,,high,95.97,0.0,108,2681921,24832.6,48615,,,14,No,No,No,240624,Lachnospiraceae sp.,1262782.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__,d__Bacteria;p__18;c__124;o__762;f__1517;g__6518;s__12559,9,1,Yes,No,No,Yes
907270.3.patric,Chlamydia trachomatis RC-J(s)/122,PATRIC,OTU-23377,,high,98.92,0.0,1,1061854,1061850.0,1061854,,,20,Yes,Yes,Yes,219509,Chlamydia trachomatis,907270.3,d__Bacteria;p__Verrucomicrobia;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia trachomatis,d__Bacteria;p__20;c__092;o__524;f__0998;g__3721;s__23377,0,169,Yes,No,Yes,Yes
1703.10.patric,Brevibacterium linens strain SMQ-1335,PATRIC,OTU-01829,,high,100.0,0.0,1,4209935,4209940.0,4209935,,,20,Yes,Yes,Yes,257811,Brevibacterium sp.,1703.10,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium linens,d__Bacteria;p__23;c__114;o__654;f__1272;g__5269;s__01829,0,12,Yes,No,Yes,Yes
883077.3.patric,Actinomyces turicensis ACS-279-V-Col4,PATRIC,OTU-01692,,high,100.0,0.47,10,1951528,195153.0,299630,,,20,Yes,Yes,Yes,259335,Actinomyces turicensis,883077.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B;s__Actinomyces_B turicensis,d__Bacteria;p__23;c__114;o__654;f__1270;g__5245;s__01692,3,1,Yes,No,Yes,Yes
1230734.3.patric,Clostridiales bacterium S5-A14a,PATRIC,OTU-13508,,high,96.45,0.0,19,1531433,80601.7,137136,,,20,Yes,Yes,Yes,280279,Anaerovoracaceae sp.,1230734.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__S5-A14a;s__,d__Bacteria;p__18;c__124;o__769;f__1547;g__6825;s__13508,0,1,Yes,No,Yes,Yes
565575.4.patric,Ureaplasma urealyticum serovar 10 str. ATCC 33699,PATRIC,OTU-10761,,high,99.05,0.0,1,874478,874478.0,874478,,,20,Yes,Yes,Yes,269003,Ureaplasma urealyticum,565575.4,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Ureaplasmataceae;g__Ureaplasma;s__Ureaplasma urealyticum,d__Bacteria;p__01;c__010;o__030;f__0047;g__0135;s__10761,0,17,Yes,No,Yes,Yes
1314.191.patric,Streptococcus pyogenes strain HKU488,PATRIC,OTU-10588,,high,100.0,0.0,1,1943415,1943420.0,1943415,,,20,Yes,Yes,Yes,235824,Streptococcus pyogenes,1314.191,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes,d__Bacteria;p__01;c__014;o__053;f__0110;g__0497;s__10588,0,369,Yes,No,Yes,Yes
53346.37.patric,Enterococcus mundtii strain EMB156,PATRIC,OTU-10046,,high,99.63,0.12,1,3014434,3014430.0,3014434,,,20,Yes,Yes,Yes,260203,Enterococcus mundtii,53346.37,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B mundtii_A,d__Bacteria;p__01;c__014;o__053;f__0109;g__0503;s__10046,0,13,Yes,No,Yes,Yes
1423724.4.patric,Lactobacillus apodemi DSM 16634 = JCM 16172,PATRIC,OTU-10126,,high,99.48,0.0,54,2091181,38725.6,164516,,,17,Yes,Yes,Yes,264977,Lactobacillus apodemi,1423724.4,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B apodemi,d__Bacteria;p__01;c__014;o__053;f__0107;g__0459;s__10126,0,3,Yes,No,Yes,Yes
157733.3.patric,Anaerobacillus macyae strain DSM 16346,PATRIC,OTU-09303,,high,99.34,0.0,15,4256776,283785.0,1507096,,,20,Yes,Yes,Yes,273456,Anaerobacillus macyae,157733.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Anaerobacillaceae_A;g__Anaerobacillus_A;s__Anaerobacillus_A macyae,d__Bacteria;p__01;c__014;o__052;f__0104;g__0613;s__09303,0,1,Yes,No,Yes,Yes
1282664.3.patric,Streptococcus tigurinus AZ_3a,PATRIC,OTU-10571,,high,99.87,0.3,22,2184662,99302.8,162462,,,20,Yes,Yes,Yes,261761,Streptococcus tigurinus,1282664.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_A,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10571,0,2,Yes,No,Yes,Yes
168384.3.patric,Marvinbryantia formatexigens strain I-52,PATRIC,OTU-12410,,high,98.73,0.0,54,4521825,83737.5,158313,,,19,No,Yes,Yes,271087,Marvinbryantia formatexigens,168384.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia formatexigens,d__Bacteria;p__18;c__124;o__762;f__1517;g__6664;s__12410,0,3,Yes,No,Yes,Yes
1321773.3.patric,Atopobium sp. oral taxon 810 str. F0209,PATRIC,OTU-04086,,high,100.0,0.0,69,1945857,28200.8,58455,,,20,Yes,Yes,Yes,265469,BV3Ac1 sp.,1321773.3,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__BV3Ac1;s__,d__Bacteria;p__23;c__115;o__659;f__1278;g__5339;s__04086,0,1,Yes,No,Yes,Yes
879309.3.patric,Veillonella sp. oral taxon 158 str. F0412,PATRIC,OTU-14189,,high,100.0,0.0,21,2176752,103655.0,366615,,,20,Yes,Yes,Yes,260091,Veillonella rogosae,879309.3,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella rogosae,d__Bacteria;p__18;c__123;o__722;f__1409;g__5756;s__14189,2,3,Yes,No,Yes,Yes
1262785.3.patric,Clostridium sp. CAG:253,PATRIC,OTU-12555,,high,95.3,0.0,104,2889072,27779.5,58851,,,11,No,No,No,250949,Lachnospiraceae sp.,1262785.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__,d__Bacteria;p__18;c__124;o__762;f__1517;g__6519;s__12555,13,1,Yes,No,No,Yes
271097.3.patric,Shewanella sediminis strain 599_SSED,PATRIC,OTU-19947,,high,99.0,0.59,151,2565097,16987.4,35153,,,20,Yes,Yes,Yes,258307,Shewanella sediminis,271097.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__Cardiobacterium hominis,d__Bacteria;p__08;c__064;o__348;f__0669;g__2212;s__19947,0,5,Yes,No,Yes,Yes
43767.14.patric,Rhodococcus equi strain MET,PATRIC,OTU-02979,,high,99.94,0.0,30,6340880,211363.0,632855,,,20,Yes,Yes,Yes,261391,Rhodococcus erythropolis,43767.14,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Rhodococcus;s__Rhodococcus enclensis,d__Bacteria;p__23;c__114;o__656;f__1266;g__5156;s__02979,0,66,Yes,No,Yes,Yes
888727.4.patric,Eubacterium sulci ATCC 35585,PATRIC,OTU-13496,,high,100.0,0.71,1,1739380,1739380.0,1739380,,,20,Yes,Yes,Yes,268255,Eubacterium sp.,888727.4,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__Eubacterium_B sulci,d__Bacteria;p__18;c__124;o__769;f__1547;g__6827;s__13496,0,2,Yes,No,Yes,Yes
1111454.3.patric,Megasphaera sp. BV3C16-1,PATRIC,OTU-14144,,high,98.8,0.72,62,2214431,35716.6,106107,,,20,Yes,Yes,Yes,266560,Anaeroglobus sp.,1111454.3,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__,d__Bacteria;p__18;c__123;o__722;f__1409;g__5753;s__14144,0,1,Yes,No,Yes,Yes
1123313.3.patric,Streptococcus pleomorphus DSM 20574,PATRIC,OTU-09864,,high,98.11,4.85,47,1992636,42396.5,78740,,,20,Yes,Yes,Yes,260266,Streptococcus pleomorphus,1123313.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus;s__Faecalicoccus pleomorphus,d__Bacteria;p__01;c__014;o__046;f__0082;g__0289;s__09864,2,1,Yes,No,Yes,Yes
1312367.3.patric,Proteus hauseri ZMd44,PATRIC,OTU-20612,,high,100.0,0.0,51,3875927,75998.6,267753,,,20,Yes,Yes,Yes,277379,Proteus hauseri,1312367.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus hauseri,d__Bacteria;p__08;c__064;o__363;f__0707;g__2445;s__20612,0,1,Yes,No,Yes,Yes
888056.4.patric,Actinomyces sp. oral taxon 448 str. F0400,PATRIC,OTU-01645,,high,100.0,0.47,69,2801370,40599.6,109210,,,20,Yes,Yes,Yes,269479,Actinomyces sp.,888056.4,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,d__Bacteria;p__23;c__114;o__654;f__1270;g__5254;s__01645,0,1,Yes,No,Yes,Yes
1285583.3.patric,Corynebacterium casei LMG S-19264,PATRIC,OTU-02508,,high,99.34,0.22,3,3132213,1044070.0,3113488,,,20,Yes,Yes,Yes,267728,Corynebacterium sp.,1285583.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium casei,d__Bacteria;p__23;c__114;o__656;f__1267;g__5143;s__02508,0,3,Yes,No,Yes,Yes
596315.3.patric,Peptostreptococcus stomatis DSM 17678,PATRIC,OTU-13563,,high,98.6,0.0,74,1988044,26865.5,59765,,,19,Yes,Yes,Yes,268080,Peptostreptococcus stomatis,596315.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus stomatis,d__Bacteria;p__18;c__124;o__767;f__1539;g__6782;s__13563,0,1,Yes,No,Yes,Yes
1121108.3.patric,Bifidobacterium magnum DSM 20222,PATRIC,OTU-01789,,high,96.62,0.44,22,1825255,82966.1,287084,,,20,Yes,Yes,Yes,280017,Bifidobacterium sp.,1121108.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium magnum,d__Bacteria;p__23;c__114;o__653;f__1260;g__5067;s__01789,0,4,Yes,No,Yes,Yes
591365.3.patric,Streptococcus intermedius JTH08,PATRIC,OTU-10558,,high,100.0,0.0,1,1933610,1933610.0,1933610,,,20,Yes,Yes,Yes,246698,Streptococcus intermedius,591365.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus intermedius,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10558,0,11,Yes,No,Yes,Yes
573.1549.patric,Klebsiella pneumoniae strain CHS139,PATRIC,OTU-20491,,high,100.0,0.02,4,5914089,1478520.0,5632746,,,20,Yes,Yes,Yes,248470,Klebsiella pneumoniae,573.1549,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20491,195,5009,Yes,No,Yes,Yes
84024.5.patric,Clostridium disporicum,PATRIC,OTU-11663,,high,96.77,3.41,57,3449564,60518.7,144642,,,20,Yes,Yes,Yes,275414,Clostridium disporicum,84024.5,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum,d__Bacteria;p__18;c__124;o__736;f__1442;g__5955;s__11663,0,1,Yes,No,Yes,Yes
927666.3.patric,Streptococcus oralis Uo5,PATRIC,OTU-10410,,high,99.74,0.2,1,1958690,1958690.0,1958690,,,20,Yes,Yes,Yes,262322,Streptococcus oralis,927666.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10410,0,2,Yes,No,Yes,Yes
1008452.3.patric,Streptococcus mitis SK1073,PATRIC,OTU-10496,,high,99.82,0.6,54,2114708,39161.3,152344,,,20,Yes,Yes,Yes,263069,Streptococcus mitis,1008452.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10496,0,1,Yes,No,Yes,Yes
1242966.3.patric,Campylobacter concisus UNSW3,PATRIC,OTU-08951,,high,99.51,0.12,61,1907025,31262.7,92608,,,20,Yes,Yes,Yes,262348,Campylobacter concisus,1242966.3,d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A,d__Bacteria;p__10;c__055;o__264;f__0507;g__1497;s__08951,0,9,Yes,No,Yes,Yes
941770.3.patric,Lactobacillus fructivorans KCTC 3543,PATRIC,OTU-10185,,high,99.37,0.16,11,1371284,124662.0,318802,,,17,Yes,Yes,Yes,256031,Lactobacillus fructivorans,941770.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G fructivorans,d__Bacteria;p__01;c__014;o__053;f__0107;g__0486;s__10185,0,10,Yes,No,Yes,Yes
588.34.patric,Providencia stuartii strain FDAARGOS_294,PATRIC,OTU-20627,,high,100.0,0.0,2,4491844,2245920.0,4462184,,,20,Yes,Yes,Yes,278991,Providencia stuartii,588.34,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia stuartii,d__Bacteria;p__08;c__064;o__363;f__0707;g__2445;s__20627,0,13,Yes,No,Yes,Yes
1334191.3.patric,Lactobacillus brevis BSO 464,PATRIC,OTU-10178,,high,99.06,0.0,9,2723202,302578.0,2503991,,,17,Yes,Yes,Yes,257161,Lactobacillus brevis,1334191.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G brevis,d__Bacteria;p__01;c__014;o__053;f__0107;g__0480;s__10178,1,47,Yes,No,Yes,Yes
1042156.4.patric,Clostridium sp. SY8519,PATRIC,OTU-12312,,high,98.56,1.72,1,2835737,2835740.0,2835737,,,20,No,Yes,Yes,274927,Eubacterium sp.,1042156.4,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__,d__Bacteria;p__18;c__124;o__762;f__1517;g__6625;s__12312,0,1,Yes,No,Yes,Yes
550.523.patric,Enterobacter cloacae strain GN05729,PATRIC,OTU-20401,,high,99.97,0.04,38,4619341,121562.0,220596,,,19,Yes,Yes,Yes,261589,Enterobacter cloacae,550.523,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20401,0,27,Yes,No,Yes,Yes
292.66.patric,Burkholderia cepacia strain MSMB1824WGS,PATRIC,OTU-18907,,high,100.0,0.0,64,8258451,129038.0,355900,,,19,Yes,Yes,Yes,258439,Burkholderia cepacia,292.66,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia cepacia,d__Bacteria;p__08;c__064;o__329;f__0614;g__1825;s__18907,0,89,Yes,No,Yes,Yes
1582.99.patric,Lactobacillus casei strain LC5,PATRIC,OTU-10139,,high,99.46,1.72,1,3132867,3132870.0,3132867,,,20,Yes,Yes,Yes,260451,Lactobacillus casei,1582.99,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C,d__Bacteria;p__01;c__014;o__053;f__0105;g__0449;s__10139,0,5,Yes,No,Yes,Yes
1032069.3.patric,Campylobacter ureolyticus RIGS 9880,PATRIC,OTU-08966,,high,98.95,0.0,1,1641887,1641890.0,1641887,,,20,Yes,Yes,Yes,261754,Campylobacter ureolyticus,1032069.3,d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B ureolyticus,d__Bacteria;p__10;c__055;o__264;f__0507;g__1506;s__08966,3,4,Yes,No,Yes,Yes
1321817.3.patric,Actinomyces graevenitzii F0530,PATRIC,OTU-01650,,high,100.0,0.55,91,2084752,22909.4,66481,,,20,Yes,Yes,Yes,260936,Actinomyces graevenitzii,1321817.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces graevenitzii,d__Bacteria;p__23;c__114;o__654;f__1270;g__5252;s__01650,0,2,Yes,No,Yes,Yes
1118062.3.patric,Peptostreptococcaceae bacterium ph1,PATRIC,OTU-13765,,high,97.9,0.0,33,1747868,52965.7,112673,,,14,No,Yes,Yes,265375,Peptoniphilus sp.,1118062.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus obesi,d__Bacteria;p__18;c__124;o__765;f__1533;g__6737;s__13765,0,1,Yes,No,Yes,Yes
749551.3.patric,Selenomonas artemidis F0399,PATRIC,OTU-14067,,high,99.65,0.05,34,2210307,65009.0,434196,,,20,Yes,Yes,Yes,260292,Selenomonas artemidis,749551.3,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda artemidis,d__Bacteria;p__18;c__123;o__723;f__1407;g__5733;s__14067,2,5,Yes,No,Yes,Yes
296.9.patric,Pseudomonas fragi strain NRRL B-727,PATRIC,OTU-22342,,high,100.0,0.14,1,5072304,5072300.0,5072304,,,20,Yes,Yes,Yes,257394,Pseudomonas fragi,296.9,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fragi,d__Bacteria;p__08;c__064;o__358;f__0694;g__2337;s__22342,0,8,Yes,No,Yes,Yes
59620.13.patric,uncultured Clostridium sp. strain 2789STDY5608878,PATRIC,OTU-13114,,high,97.99,0.0,33,2736922,82937.0,129832,,,19,Yes,Yes,Yes,233018,D16 sp.,59620.13,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__D16;s__,d__Bacteria;p__18;c__124;o__750;f__1481;g__6160;s__13114,2,3,Yes,No,Yes,Yes
742737.3.patric,Clostridium hathewayi WAL-18680,PATRIC,OTU-12598,,high,99.35,0.95,142,5654180,39818.2,93996,,,20,Yes,Yes,Yes,269005,Clostridium hathewayi,742737.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__WAL-18680;s__WAL-18680 hathewayi,d__Bacteria;p__18;c__124;o__762;f__1517;g__6686;s__12598,0,1,Yes,No,Yes,Yes
